participant_id	test_section_id	sentence	user_input	keystroke_id	press_time	release_time	letter	keycode	press_to_release	press_to_press	timestamp_error_code	timestamp_error_code_1_this_sent
7490	80824	Jan, sorry for the inconvenience.	Jan, sorry for the inconvenience.	3845791	1472015898738	1472015903764	a	65	5026	-161	3	NA
7546	81212	We've pursued other options and as a result we've made some progress.	We've pursued other options and as a result we've made some progress.	3865146	1472016553174	1472016597133	.	190	43959	-19056	3	NA
7546	81249	Gold fell 1.90 dollars from Wednesday's closing price.	Gold fell 1.90 dollars from Wednesday's closing price.	3866585	1472016625917	1472016655436	.	190	29519	-21119	3	NA
7676	82449	This has now become the most pressing story in the capital.	This has now become the most pressing story in the capital.	3924423	1472018451069	1472018468371	.	190	17302	-5934	3	NA
7780	83439	They are specifically concerned about the intercompany notes.	They are specifically concerned about the intercompany notes.	3970814	1472019771072	1472019771213	CAPS_LOCK	20	141	-5904	3	NA
7780	83469	There is a 90 percent chance he is going to win.	There is a 90 percent chance he is going to win.	3972414	1472019826354	1472019826464	CAPS_LOCK	20	110	-4563	3	NA
7780	83568	There is no average.	There is no average.	3977162	1472019919461	1472019919570	CAPS_LOCK	20	109	-7911	3	NA
7848	83967	Bob,I'll take Denver to Win.	Bob, I'll take Denver to Win.	3996544	1472020376074	1472020399087	NA	86	23013	-6256	3	NA
7848	83985	Leaks have indicated that Clinton has narrowed his choice.	Leaks have indicated that Clinton has narrowed his choice.	3997193	1472020398257	1472020416938	NA	86	18681	-3403	3	NA
7848	84021	You can't bench Martin, no matter how bad the matchup may be.	You can't bench Martin, no matter how bad the match up may be.	3999127	1472020430779	1472020465870	NA	82	35091	-6116	3	NA
7848	84239	Treasa knows the details.	Treasa hnows the details.	4009411	1472020741571	1472020752477	NA	82	10906	-1948	3	NA
7848	84253	Thanks so much for the message.	Thanks so much for the message.	4010032	1472020752395	1472020771333	NA	82	18938	-8375	3	NA
7848	84265	Will 2PM ET work for you?	Will 2PM ET work for you?	4010770	1472020771137	1472020791861	NA	82	20724	-5234	3	NA
7848	84275	The Columbia mission takes off from the Kennedy space centre.	The Columbia mission takes off from the kennedy space centre.	4011450	1472020792961	1472020814329	NA	82	21368	-1688	3	NA
7897	84475	The single between the two versions is the treatment of foreign banks.	The single between the two versions is the treatment of foreign banks.	4020583	1472021145173	1472021154152	t	84	8979	-4682	3	NA
7897	84492	I am not concerned with the Brown money.	I am not concerned with the Brown money.	4021413	1472021164428	1472021174272	t	84	9844	-4780	3	NA
7897	84502	We can discuss options early next week.	We can discuss options early next week.	4022031	1472021177571	1472021187569	t	84	9998	-3528	3	NA
7897	84518	We are about to leave Heaven!	We are about to leave Heaven!	4022497	1472021191036	1472021197635	t	84	6599	-1233	3	NA
7897	84527	The move was a further twist in the long-running dispute.	The move was a further twist in the long-running dispute.	4022926	1472021198097	1472021205914	t	84	7817	-3731	3	NA
7897	84542	Your prompt attention is appreciated.	Your prompt attention is appreciated.	4023848	1472021217103	1472021223924	t	84	6821	-380	3	NA
7897	84557	About 10 Jordanian doctors arrived at the hospital a few days ago.	About 10 Jordanian doctors arrived at the hospital a few days ago.	4024420	1472021229936	1472021234932	t	84	4996	-454	3	NA
7897	84582	Andy Fastow will be on a leave of absence from the company.	Andy Fastow will be on a leave of absence from the company.	4025884	1472021247566	1472021258018	t	84	10452	-4629	3	NA
7897	84603	Brian Mitchell will likely serve as Duce Staley's backup.	Brian Mitchell will likely serve as Duce Staley's backup.	4026632	1472021264865	1472021273081	t	84	8216	-2234	3	NA
7897	84625	Arkansas called in 32 extra state police to the prison.	Arkansas called in 32 extra state police to the prison.	4028224	1472021282036	1472021305554	t	84	23518	-13349	3	NA
7897	84640	The wind was strong and gusting.	The wind was strong and gustling.	4028719	1472021309265	1472021314299	t	84	5034	-1858	3	NA
7897	84652	Edwards said Chrebet passed the various tests and scans he was given.	Edwardds said Chrebet passed the various tests and scans he was given.	4029518	1472021320847	1472021329873	t	84	9026	-795	3	NA
7897	84675	Clinton said Tuesday he would make an announcement by Thursday.	Clinton said Tuesday he would make an announcement by Thursday.	4030360	1472021334701	1472021346913	t	84	12212	-8134	3	NA
7902	84531	Antonio Guterres sent a message of condolences to Smith's widow.	antonio guterres sent a message of condolences to smith's widow 	4023308	1472021347370	1472021347182	e	69	-188	28	1	TRUE
7962	85574	Are you sure I don't need to be there?	Are you sure I don't need to be there?	4074868	1472022371414	1472022386178	?	191	14764	-6345	3	NA
7993	85955	Tests Monday showed no structural damage to his shoulder.	Tests Monday showed no structural damage to his shoulder.	4094064	1472022637966	1472022637910	r	82	-56	16	1	TRUE
8046	86541	It looks like there are three new demand charges.	It looks like there are three new demand charges.	4122167	1472023565897	1472023584620	c	67	18723	-8983	3	NA
8139	87567	Andy Fastow will be on a leave of absence from the company.	Andy Fastow will be on leave of absence from the company.	4171144	1472025313823	1472025351797	.	190	37974	-24123	3	NA
8188	87900	Then we can go to Zainy Brainy.	Then we can go to Zainy Brainy	4187509	1472025863646	1472025866114	SHIFT	16	2468	-156	3	NA
8207	88100	The blasts rocked prominent commercial landmarks.	The blasts rocked priminent commercial landmarks.	4196862	1472026128734	1472026131586	SHIFT	16	2852	-159	3	NA
8272	88930	I spoke with Greg.	I spoke with Greg.	4236348	1472027215798	1472027213415	e	69	-2383	168	1	TRUE
8336	89616	He is suffering from a strained left shoulder.	He is suffering from a strained left shoulder.	4267330	1472028158301	1472028204950	'	186	46649	-36978	3	NA
8343	89667	We don't seem to have any positive income there.	We don't seem to have any poitive income there.	4269906	1472028288504	1472028298617	i	73	10113	-1525	3	NA
8363	89869	We just need a sitter.	We just need a sitter.	4279451	1472028539971	1472028553817	s	83	13846	-8989	3	NA
8364	90071	Try and re-draft and let me know.	Try and re-draft and let me knw	4289257	1472028796221	1472028810292	w	87	14071	-5703	3	NA
8457	90900	And if he's not, then he doesn't play.	And if he;s not, then he doens't play.	4328476	1472030209900	1472030247103	.	190	37203	-23621	3	NA
8482	91084	Thank you for your support and generosity.	Thank you for your support and generosity.	4337699	1472030591006	1472030590598	n	78	-408	236	1	TRUE
8564	91867	Do you want to eat lunch somewhere before?	Do you want to eat lunch somewhere before?	4376482	1472031780862	1472031803744	l	76	22882	-13901	3	NA
8577	92107	Sheila please talk to Avashe.	Sheila please talk to Avashe.	4387900	1472032045954	1472032075008	NA	190	29054	-13792	3	NA
8792	94077	More jobs are to be eliminated this financial year.	More jobs are to be eliminated this financial year.'	4483732	1472035387612	1472035394850	SHIFT	16	7238	-72	3	NA
8792	94092	Team Chick hasn't been in the SuperBowl every year for no reason.	Team chick hasn't been in the SuperBowl evey year for no reason.	4484407	1472035406234	1472035420942	'	222	14708	-8648	3	NA
8803	94177	We're not a lock for the pole.	We're not a lock for the pole.	4488414	1472035508820	1472035511470	SHIFT	16	2650	-45	3	NA
8803	94236	A report Thursday showed wholesale prices fell 0.1 percent in April.	A report Thusday showed wholesale prices fell 0.1 percent in April;	4491902	1472035560937	1472035579315	.	190	18378	-7269	3	NA
9058	97084	I don't want to even see it in kilometers.	I don't wnat toeven see it in kilometers.	4631806	1472039649559	1472039671014	e	69	21455	-7823	3	NA
9188	98447	This is a major setback for the rookie.	This is a major setback for the rookie.	4696071	1472041175312	1472041196972	.	190	21660	-15364	3	NA
9244	99138	He was our best player when he got hurt.	He was our best player when he got hurt.	4729087	1472099246055	1472099269552	.	190	23497	-17342	3	NA
9365	100206	FYI, would she meet my requirements?	FYI, would she meet my requirements?	4779347	1472043040862	1472043051328	CTRL	17	10466	-2391	3	NA
9393	100636	This is the neatest toy I have had.	This is the neatest toy I have had.	4800388	1472043480543	1472043490040	e	69	9497	-4074	3	NA
9393	100673	Your friend's defense, however, has other plans.	Your friend's defense, however, has other plans.	4801842	1472043514372	1472043516369	SHIFT	16	1997	-93	3	NA
9486	101559	A growing number of US households are joining the middle class.	A growing number of US households are joining the middle class.	4843496	1472044595059	1472044616227	CAPS_LOCK	20	21168	-16048	3	NA
9547	102169	It looks like there are three new demand charges.	It looks like there are three new demand charges.	4873678	1472045307196	1472045315016	 	82	7820	-1678	3	NA
9547	102187	I wasn't as prepared as I will be this year.	I wasn't as prepared as I will be this year.	4874409	1472045319403	1472045330282	r	82	10879	-6560	3	NA
9547	102198	We've already eliminated his speech therapy.	We've already eliminated his speech therapy.	4874871	1472045334707	1472045339243	r	82	4536	-304	3	NA
9547	102212	I am working on the November producers today as a matter of fact.	I am working on the November producers today as a matter of fact.	4875473	1472045344155	1472045352075	r	82	7920	-4609	3	NA
9547	102219	In the end, we chose to keep our traditional method.	In the end, we chose to keep our traditional method.	4876164	1472045360619	1472045369019	r	82	8400	-1537	3	NA
9547	102228	Mark, Susan said to go ahead and expense the cell phones.	Mark, Sudan said to go ahead and expense the cell phones.	4876373	1472045369379	1472045374923	r	82	5544	-3000	3	NA
9547	102239	She said it would probably be after Jan.	She said it would probably be after Jan.	4877043	1472045374724	1472045388843	r	82	14119	-9512	3	NA
9547	102248	Juntao is in Washington this week  meeting with lawmakers.	Junta is in Washington this week meeting with lawmakers.	4877980	1472045391524	1472045409036	r	82	17512	-1176	3	NA
9547	102263	We have lots of paper stuff.	We have lots of paper stuff.	4878302	1472045408868	1472045417012	r	82	8144	-432	3	NA
9547	102271	Parts of the city will be closed to private cars.	Parts of the city will be closed to private cars.	4878480	1472045416812	1472045421428	r	82	4616	-1160	3	NA
9547	102281	His status for Thursday's game against Dallas is unclear.	His status for Thursday's game against Dallas is unclear.	4879076	1472045429093	1472045436596	r	82	7503	-2616	3	NA
9547	102296	Hey TK, how are you doing?	Hey TK, how are you doing?	4879825	1472045444989	1472045452893	r	82	7904	-279	3	NA
9719	103984	Michael said his day was rotten.	Michael said his day was rotten.	4960445	1472047116788	1472047124871	CAPS_LOCK	20	8083	-2058	3	NA
9719	104282	We will get you a copy.	We will get you a copy.	4974891	1472047374571	1472047377664	CAPS_LOCK	20	3093	-292	3	NA
9804	104946	My comments are in fuschia.	My comments are in fuschia.	5006094	1472047838760	1472047853331	.	190	14571	-6633	3	NA
9885	105824	The delegation is to visit a metal works.	The delegation is to visit a metal works.	5047777	1472048738291	1472048742382	SHIFT	16	4091	-212	3	NA
9885	105888	Is this the only time available?	Is this the only time available?	5052071	1472048788931	1472048830274	?	191	41343	-19727	3	NA
9885	105908	Kim, here's the PSCO website address.	Kim, here's the PSCO website address.	5052274	1472048834700	1472048838460	SHIFT	16	3760	-350	3	NA
9991	106773	I will need to get you set up in their system prior to Tuesday.	I will need to get you set up in their system priot to tuesday.	5092575	1472049674712	1472049712687	NA	190	37975	-23536	3	NA
10121	107748	Will call later to explain.	Will call laetr to explain.	5137370	1472050482577	1472050492321	r	82	9744	-5632	3	NA
10121	107780	We haven't sold the US business as yet.	We havent sold the US buisiness as yet. 	5138797	1472050505763	1472050514306	.	190	8543	-79	3	NA
10160	108267	Will you and KB be around this afternoon?	Will you and KB be around this afternoon?	5162031	1472050899815	1472050940297	?	191	40482	-30282	3	NA
10330	110030	More jobs are to be eliminated this financial year.	More jobs are to be eliminated this financial year.	5247571	1472052472911	1472052497633	SHIFT	16	24722	-592	3	NA
10370	110344	They are still burning.	They are still burning.	5262590	1472052631469	1472052676099	.	190	44630	-20635	3	NA
10417	110933	Louis featured back this weekend against the N.	Louis featured back this weekend against the N.	5291592	1472053141867	1472053166159	.	190	24292	-8926	3	NA
10440	110858	But the Chiefs might depend on the run, so his numbers may be limited.	But the chiefs mught depend on the run,m so his numbers may be llimitefd	5286613	1472052979804	1472052982400	SHIFT	16	2596	-156	3	NA
10488	111525	It's going to be ludicrous.	It's going to be ludicrous.	5320814	1472053627399	1472053677509	.	190	50110	-30490	3	NA
10504	111594	I'll find someone to do it.	I;ll find someone to do it	5323501	1472053700150	1472053717573	d	68	17423	-12718	3	NA
10682	113168	You get in traffic and you have dogfights and I forget I'm on an oval.	You get in traffic and you have dogfights and I forget I'm on an oval.	5398110	1472055324221	1472055327797	SHIFT	16	3576	-815	3	NA
